Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,3d-unet-99.9,3d-unet-99.9,Offline,7.66888,0.86236,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/3d-unet-99.9/Offline,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Samples/s
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,3d-unet-99.9,3d-unet-99.9,SingleStream,497.45473,0.86236,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/3d-unet-99.9/SingleStream,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Latency (ms)
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,stable-diffusion-xl,stable-diffusion-xl,Offline,1.2599,31.8049609413743,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/stable-diffusion-xl/Offline,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Samples/s
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,stable-diffusion-xl,stable-diffusion-xl,SingleStream,1966.283702,31.756315421760082,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/stable-diffusion-xl/SingleStream,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Latency (ms)
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,retinanet,retinanet,Offline,1571.13,37.361,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/retinanet/Offline,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Samples/s
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,retinanet,retinanet,SingleStream,2.503006,37.349,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/retinanet/SingleStream,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Latency (ms)
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,retinanet,retinanet,MultiStream,11.190099,37.334,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/retinanet/MultiStream,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Latency (ms)
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,rnnt,rnnt,Offline,21889.6,92.5567656542425,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/rnnt/Offline,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Samples/s
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,rnnt,rnnt,SingleStream,14.622572,92.5680398656114,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/rnnt/SingleStream,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Latency (ms)
Wiwynn,available,closed,"edge","Wiwynn ES200G2 (2x L40S, TensorRT)",ES200G2_L40Sx2_TRT,bert-99,bert-99,Offline,6429.0,90.23848090934187,1,"INTEL(R) XEON(R) GOLD 6538Y+",1,32,"NVIDIA L40S","2",closed/Wiwynn/results/ES200G2_L40Sx2_TRT/bert-99/Offline,"TensorRT 9.3.0, CUDA 12.2","Ubuntu 22.04 (linux-5.15.0-92-generic-glibc2.35)","",1,0,v4.0,0,False,Samples/s
